Date,Rating,Review,User name,UserLocation,AVG Rating
8/25/2014,4.0 star rating,"This is a review of the casual portion of Leilani's. Went in with no expectations but a recommendation that this was THE place to go on Maui for fish & chips, the beer-batter style. After parking in the paid lot at Whaler's Village (and happily realizing the parking would be validated), I and my companion made our way through the Whaler's Village shopping area to the beach, where Leilani's is situated. At 4:30 p.m. on a Sunday the fancy restaurant (upper floor) of Leilani's was closed but accepting reservations beginning at 5, but when I realized it was the lower-level, more casual part of the restaurant I was seeking, I got right in, with no wait, although the Whaler's Village area was packed with tourists and locals.

Seating is in an area that is open to the breeze but under a roof and shielded from the setting sun by screens. The trade winds blow through, but it can get quite warm, and little sparrows and flies are frequent visitors. That didn't bother me, as the food with one exception was spectacular. 

My fish & chips was incredible, with a tasty beer batter that just needed a little extra salt and chips (fries) that were fresh and hot and struck just the right balance between steak-cut and shoestring. I received two large pieces of beer-battered fish, each about twice the size of a deck of cards (or a little smaller). But my appetizer of coconut shrimp, at around $16, was a huge disappointment. I received only 6 small shrimp, about 1/2 the size of Outback's coconut shrimp, and I found them tasteless, even after dipping them in the accompanying sauce, which I didn't care for. 

I had a coupon for a free Hula Pie with the purchase of two entrees, given out by Worldmark Kihei's concierge, and boy was that ice cream pie delicious. It has a cookie crust, a tall section of macadamia nut ice cream, and a topping of chopped macadamia nuts and whipped cream. My companion and I made short work of it, even after stuffing ourselves with the fish & chips.

The atmosphere was casual and informal, with a musician singing and playing guitar, serenading the diners with old favorites both Hawaiian and country - and Eagles. The wait staff was friendly and efficient, and we were served quite promptly but I never felt rushed or encouraged to leave quickly.",J M.,"Phoenix, AZ",4.0 star rating
1/5/2013,5.0 star rating,"Our favorite restaurant every time in Maui, the macadamia crab won tons are a must. Service is always with an aloha and the food is well worth the wait if there is one. 
The drinks, go for the lava flow, our fav!",stephanie p.,"San Rafael, CA",4.0 star rating
10/13/2014,5.0 star rating,"Do your self a favor and get yourself here and order the calamari, fish tacos, and hula pie you won't be disappointed. great service too! -ask for Maggie as your server. Aloha",Steve S.,"Albuquerque, NM",4.0 star rating
6/8/2014,5.0 star rating,Best calamari on the island!!  Beer is cold...hula pie is huge!  What more can you ask for?  The music is good...the service stellar!,Kathryn W.,"Phoenix, AZ",4.0 star rating
8/22/2014,5.0 star rating,"Friendly host, excellent, and fast service. We arrived here late at night, were seated in 5 minutes, and 5 minutes after we ordered, the food was ready.",O D.,"Lakewood, CA",4.0 star rating
6/4/2014,4.0 star rating,Been coming here for years with friends and family and it's always a good time. Johnny at the bar is awesome! Good food and great spot for sunset cocktails and live music.,Charlie R.,"Santa Monica, CA",4.0 star rating
9/24/2010,3.0 star rating,"3.5 stars. This place is so cute! I really liked the decor. I came here for dinner with my bf on our last night in Maui. We ordered the bisque and tuna tower to share, plus cracker and parmesan crusted mongchong (me) and sesame crusted ahi (him). I thought the fish was decent (mongchong is a local Hawaiian fish), but my bf thought there were way too many sesame seeds on his ahi, which detracted from the fish itself. Our server was very nice, and overall it was a lovely dining experience.

-L.",Leeann C.,"San Jose, CA",4.0 star rating
7/4/2014,3.0 star rating,"I went there last night. The service was great! The food was OK. Skip the coconut shrimp. They were small, not very coconut and over priced for such tiny bits.

The fish tacos were good but weren't so great I forgot about the tiny shrimp. I wasn't a fan of the flour tortilla...it wasn't warmed so it didn't fit the flavors a for me. You get two good size tacos...if I could do it over is have split it with my husband and ordered a salad to share (people at the next table had a delicious looking salad).

Our 20 month old loves his chicken strips from the kids menu...I took a bite and can confirm his feedback. They were moist and crunchy.",Jennifer E.,"San Jose, CA",4.0 star rating
1/20/2014,5.0 star rating,"I have been coming to Maui for 20 years and the trip just isn't complete without a stop at Leilani's on the beach at whalers village. I always have the fish chowder as a starter, it is definitely worth trying! While the food can be a little pricey, the quality justifies it.  If you're looking for something more low-key, the beach bar offers burgers etc, and again the quality is very good. And if the food wasn't enough, the views are spectacular! If you ever come to maui I would highly recommend this place",Aaron B.,"Chicago, IL",4.0 star rating
10/22/2012,3.0 star rating,"Went here for drinks which weren't as good as I remembered them. Watered down and not blended very well. 

Place is way too packed and touristy a by-product of being near all the hotels.",Kyle Y.,"San Jose, CA",4.0 star rating
1/14/2014,4.0 star rating,"Basically at Whaler's village, you have 3 options: Leilanis, Hula Grill, or Maui Fish & Pasta. Leilanis was our favorite. I recommend their daily fresh fish. Their tacos are rated the best in Maui but coming from California, I can say I've had better tacos elsewhere. Expect to wait around 40 minutes for a table around dinner time. I'd suggest getting there early for happy hour!",Leslie C.,"San Jose, CA",4.0 star rating
12/15/2012,3.0 star rating,"Slow service...roasted Turkey flatbread sandwich with beach fries was good but did not wow me.  Loved the view as it was on the beach walk and directly across from the beach/water.  Will come back and try another sandwich in order to give it another go.


11/14/12",V J.,"Dallas, TX",4.0 star rating
7/25/2012,1.0 star rating,"This place SUCKS!!!!!!  I've had better food at Denny's!!!!!!!!!!!!  Don't ever go here.  The portions were the size of appetizers and for the $85 dollars we spent for 2 people we left still hungry.
They also promised to give us an ocean front table after waiting for 45 minutes and then sat us in the back of the restaurant.
I am not that picky when it comes to food, however the food that we got was not fresh.  The food looked and tasted as if it was prepared hours before the dinner service.
There are so many great places to eat in Maui.  Take my word for it.... SKIP this place and go to MALA instead!!!!!!!!!!!!!!!!!!!!",Daren C.,"Los Angeles, CA",4.0 star rating
9/11/2012,3.0 star rating,Perfect location to catch a view of the beautiful sunset. We went on a Sunday night and there was an hour wait. We walked around a bit and noticed that right next door at Hula Grill there were live music performers...perhaps we should have gone there instead. Hubby ordered the much acclaimed fish tacos which came out dry and rubbery. :( My kalua pork cuban sammich was pretty darn good! Or maybe I was just starving... Service was good.,Kim l.,"Santa Clara, CA",4.0 star rating
10/1/2014,5.0 star rating,We had dinner here while on our honeymoon.  Everything was fantastic!  Doug was our server and did a great job!  Literally everything that we ordered on the menu was great!  They even gave us a free Hula Pie for dessert.  We will be returning on our next stay in Maui!,Lo L.,"Aliso Viejo, CA",4.0 star rating
3/27/2013,3.0 star rating,"We ate at Leilani's and watched the sunset, they had some decent live music going too.

We had burgers/ fish & chips, Ribs and Cashew Chicken.  All very yummy.

Had to ask multiple times for water refills and to get an extra napkin.",Amanda C.,"Oakley, CA",4.0 star rating
8/10/2014,4.0 star rating,Hands down the best fish tacos in Maui.  Good for lunch or dinner.  Yummy mai tais too!,Robert S.,"Huntington Beach, CA",4.0 star rating
10/9/2012,4.0 star rating,"Everyone kept saying Maui was SUPER expensive. My husband and I were delighted to find out that this was not the case at Leilani's, at least not for Happy Hour!

We just love loved their amazing staff here, the great Mai Tais and delicious happy hour. So much so that we went two days in a row! Monday for regular happy hour after spending our day snorkeling at black rock and Tuesday for Taco Tuesday. 

We had some great burgers and tacos during our happy hour. We also ordered the ahi poke and ceviche sampler which was delicious and fresh. The Kalua Pork tacos reminded me of carnitas, but more moist and juicy and had this amazing sauce just like the fish tacos that we both loved. $4 for tacos and Pacificos. And they were like mini burritos.

Can't wait to go back for more Mai Tais and more Maui sunsets! :)",Reina S.,"Costa Mesa, CA",4.0 star rating
