Date,Rating,Review,Name,Location,Rating_v1
6/24/2012,3.0 star rating,"5 star view, 4 star service, 2 star food. They manage to cover up great fish with useless coconut sauces, pineapple salsas etc,.. Way touristy, overpriced for what you get and food is marginal. Was expecting better",Klaus G.,"Reno, NV",4.0 star rating
7/14/2011,3.0 star rating,"I couldn't decide between three and four stars. Kimo's was much better than I was expecting, so I think that's why I wanted to go with four stars. At the end of the day, though, I think this place is a solid 3. 

We opted to sit at the bar and had fantastic service coupled with the ocean breeze. I know we could have waited for a table with a better view, but the vibe of the bar suited us well. 

We ordered the smoked marlin appetizer and it was indeed yummy. I had the fresh fish sandwich and my husband got the hamburger. Both were better than average. In fact, I'd say they also were yummy. The prices were very reasonable (we ordered off the bar menu). 

If you're wavering between Kimo's and its neighbor, Mai Tai, RUN into Kimo's and away from Mai Tai.",Paige A.,"Columbus, OH",4.0 star rating
7/11/2013,4.0 star rating,Dinner was good. Dessert was the best part of the meal. Huge slice of ice cream pie does not disappoint. Will try the fish and chips next time. Will attempt again just to have the pie! Another fantastic location on Front street.,Mark H.,"San Diego, CA",4.0 star rating
1/2/2013,4.0 star rating,Best Mai Tai in Laihina and the mango piña colada is worth a try if you like sweeter drinks.  Food was not off the charts but good with lots of choices but when your on vacation and looking at the ocean with a drink who cares.  The hula pie is killer.,Pete E.,"Newport Beach, CA",4.0 star rating
4/20/2013,4.0 star rating,"nice restaurant basically on top of the water (we sat at a table nearest the water and were literally feeling the spray off the ocean).

we came for dinner and the fish was delicious (we had 2 different entrees) and like others have said the carrot muffins were good.  prices were what we expected. (if you are looking for a cheap seafood restaurant on the water, you probably should not have come to maui.)

i thought the hula pie was overrated- basically its a really really large piece of ice cream cake/pie with lots of whipped cream. the ingredients are average (ice cream, cookie crust, whipped cream).",F K.,"Milwaukee, WI",4.0 star rating
4/8/2010,4.0 star rating,"the view on the second level is cool.  at night, they light the torches making the mood more romantic.

bread -- sourdough roll and carrot muffin  =)
seafood chowder -- good but did not blow me away
mushu kahlua pork -- kahlua pork that you wrap w/a flour tortilla 
                     w/sweet sauce and onions.
seafood cioppino -- enough seafood but cioppino tasted more like seafood with marinara sauce than a garlic broth
hula pie -- yes, we did try it after being already full.  it was HUGE -- it 
                     filled up the plate almost!!  vanilla ice cream w/whipped
                    cream on a cookie crust.

on the receipt, it says that if you bring it...you can get a free hula pie next time.  cool that the waiter pointed that out even though we didn't go back cuz there were many places to go!",Jenny K.,"Los Angeles, CA",4.0 star rating
12/30/2012,4.0 star rating,"Touristy? Sure. But didn't you know that when you came to Lahaina? The food was excellent and we would absolutely go back. We made a reservation and upon arriving, were seated after a quick drink at the bar. The Mushu Pork app followed us to the table and was very well flavored - but the wraps were a teensy dry. We both had fish -- Andrew the Coconut Marlin and I elected for the Kimo Style Mahi Mahi. Both were incredible and the rice pilaf that came with was good enough to make mention of. Service was friendly and we'd return.",Lindsay C.,"Portland, OR",4.0 star rating
6/30/2010,5.0 star rating,"Wow! We went to this restaurant by recommendation; we put our names in at the host station and were told we had about an hour and a half wait, so we went to the bar for a drink. The bartender told us that the section of tables near the bar were first come first serve, so we did a bit of stalking and got a table when another group left. 

The bar tables do not have access to the full dinner menu, but what they did have was delicious. Two people at the table got the fish sandwich and they made yummy-noises the whole time they ate :) After our meals, we ordered the Hula Pie, which was amazing as well. 

The atmosphere was top notch. The deck overlooked the ocean... it was sunset... live music. What more could you ask for? :)",Amy S.,"Gilbert, AZ",4.0 star rating
10/16/2010,4.0 star rating,"If you're in Maui, you have to go to one of the restaurants owned by this group at least once, so we chose Kimo's since Leilani's and Hula Grill always seemed overpacked.  Definitely recommend making reservations, which we were able to do morning of, so you don't have to plan too far in advance.

Had the opakapaka Kimo style, which is in a basil butter sauce.  The fish was perfectly moist, and the sauce added great flavor.  Sis had the opakapaka w/ the parmesan crust, good but slightly milder and dry.

Service was very good, direct ocean-front view is outstanding for a sunset.  They are definitely overpriced, but worth it for at least one Maui meal.  For the same price, I'd go to Lahaina Grill where the food is a culinary adventure but lacks the view.

Bonus star:  they have us a Hula Pie because it was our anniversary.  Delicious, huge slice of mud pie w/ macadamia nuts and an Oreo crust.",Lisa M.,"San Clemente, CA",4.0 star rating
2/12/2013,5.0 star rating,Everything from the food to the service to the setting was outstanding. They deserve all the praise they get. By far the best prime rib I've ever had in my life and the hula pie is incredible. I can't even think of one thing to critique.,Jimmy Z.,"New York, NY",4.0 star rating
6/30/2013,4.0 star rating,"We spent our honeymoon in West Maui and ate at Kimo's twice. Food was good. We had Monchong, Chioppino's (watch out  - it's quite spicy), Prime Rib and MahiMahi. Service was very good. Second time we were offered a free Hula Pie despite the fact we thought we didn't have the receipt to claim it. It is huge (shareable) and delicious desert. Both times atmosphere was nicely set up with music.",Artur C.,"Pacifica, CA",4.0 star rating
7/24/2012,3.0 star rating,"The Mai tai was strong! We also had dinner in the upstairs portion of the restaurant which was good, but nothing to write home about. We didn't realize that Kimo's is part of the Dukes (in Malibu, Maui,etc) chain, which was a little disappointing to us.",Natalie D.,"Sacramento, CA",4.0 star rating
4/10/2013,1.0 star rating,"As usual I rate on 2 things. Food and service. The waitress was polite and kind but had no business waiting tables. The drinks were terrible. The food was also way overpriced for the quality. The food quality was on par with red lobster at 3x the price. Sorry folks, but this is definitely a tourist trap taking advantage of the ignorant traveler. The view and atmosphere was great, but everything else was terrible.",Mark C.,"Rockford, IL",4.0 star rating
